Student_ID,Age,Math_Score,Science_Score,English_Score,Hours_Studied,Pass_Fail
11640,25,65,56,48,3.2,1
11641,23,83,69,85,5.6,1
11642,17,76,82,72,8.6,1
11643,19,74,57,54,5.3,1
11644,18,67,69,77,6.5,1
11645,17,64,73,64,3.2,1
11646,25,49,73,76,6.4,1
11647,24,68,67,67,5.1,1
11648,21,81,67,96,7.7,1
11649,18,92,89,65,8.1,1
11650,17,100,86,100,11.2,1
11651,23,72,50,58,6.8,1
11652,18,74,72,85,6.2,1
11653,17,55,74,72,5.9,1
11654,18,81,59,79,4.7,1
11655,23,78,45,78,6.2,1
11656,23,47,51,46,4.9,1
11657,22,72,65,66,5.9,1
11658,21,84,73,67,8.4,1
11659,19,51,61,73,3.3,1
11660,19,80,81,84,8.0,1
11661,25,72,72,80,8.4,1
11662,20,53,50,63,5.2,1
11663,25,42,61,55,0.8,1
11664,20,64,65,54,4.2,1
11665,18,90,83,81,8.4,1
11666,20,68,68,66,5.4,1
11667,22,68,67,53,3.3,1
11668,22,70,57,70,4.4,1
11669,21,65,80,91,7.3,1
11670,17,80,76,59,6.7,1
11671,19,73,69,75,5.0,1
11672,21,82,50,58,4.7,1
11673,22,68,63,70,4.6,1
11674,17,47,61,55,3.5,1
11675,25,78,97,78,9.1,1
11676,19,47,63,63,4.8,1
11677,19,85,87,90,8.2,1
11678,18,98,63,79,8.8,1
11679,24,53,67,73,7.7,1
11680,19,81,66,64,4.6,1
11681,22,77,73,88,6.4,1
11682,18,57,57,72,5.4,1
11683,23,62,67,55,3.5,1
11684,20,61,66,84,6.2,1
11685,25,62,53,60,2.9,1
11686,25,80,75,69,8.1,1
11687,23,67,74,68,4.5,1
11688,24,61,77,68,5.9,1
11689,19,63,86,40,6.1,1
11690,21,71,68,69,4.9,1
11691,18,69,90,63,6.8,1
11692,23,65,63,53,4.5,1
11693,24,81,71,57,7.4,1
11694,25,53,49,58,2.5,1
11695,23,81,64,68,5.8,1
11696,24,84,81,92,9.8,1
11697,25,57,49,53,3.3,1
11698,22,55,53,58,4.0,1
11699,18,83,75,90,6.6,1
11700,18,63,62,51,5.9,1
11701,20,84,51,82,6.3,1
11702,25,74,52,65,6.6,1
11703,23,100,50,100,6.9,1
11704,18,72,60,83,7.9,1
11705,24,85,57,65,6.4,1
11706,23,71,53,53,5.0,1
11707,25,69,74,77,7.0,1
11708,24,91,69,66,9.7,1
11709,19,72,55,73,5.2,1
11710,17,56,38,48,3.4,1
11711,18,82,68,68,7.9,1
11712,18,78,71,41,5.2,1
11713,20,53,46,52,0.7,1
11714,22,72,73,77,7.4,1
11715,20,58,60,64,4.3,1
11716,25,66,51,52,5.3,1
11717,20,82,64,83,6.2,1
11718,22,62,69,68,5.9,1
11719,22,79,81,69,7.1,1
11720,17,48,65,71,4.5,1
11721,24,79,78,68,6.6,1
11722,19,73,52,70,4.9,1
11723,22,95,56,67,7.1,1
11724,19,83,53,80,6.9,1
11725,18,55,65,67,3.4,1
11726,21,63,60,72,7.9,1
11727,17,68,71,65,4.3,1
11728,25,72,68,74,7.3,1
11729,23,75,85,70,6.3,1
11730,19,78,77,72,9.5,1
11731,20,64,59,57,5.0,1
11732,22,48,62,61,4.7,1
11733,19,58,61,68,5.5,1
11734,23,53,66,57,4.8,1
11735,22,84,62,74,7.3,1
11736,25,45,52,34,1.9,1
11737,21,72,48,60,3.2,1
11738,20,50,54,60,3.2,1
11739,19,98,60,83,7.6,1
11740,17,65,89,94,9.3,1
11741,19,72,61,73,5.3,1
11742,19,67,73,83,5.1,1
11743,23,57,58,68,5.7,1
11744,23,74,75,78,8.1,1
11745,17,57,66,68,3.5,1
11746,19,73,55,69,6.0,1
11747,24,68,65,72,7.6,1
11748,25,77,78,84,6.6,1
11749,23,71,80,76,5.9,1
11750,23,85,74,82,7.7,1
11751,24,38,35,42,0.5,0
11752,22,70,68,82,7.0,1
11753,19,77,79,64,4.1,1
11754,17,42,36,44,1.5,1
11755,23,59,75,78,6.6,1
11756,17,74,78,68,8.5,1
11757,17,49,52,45,5.2,1
11758,25,94,70,59,7.6,1
11759,23,80,61,78,9.0,1
11760,20,78,79,92,8.4,1
11761,22,91,84,84,9.1,1
11762,17,68,58,73,7.1,1
11763,23,67,71,80,5.7,1
11764,22,46,44,60,2.0,1
11765,20,48,55,75,5.0,1
11766,23,61,48,70,3.6,1
11767,19,99,91,82,10.3,1
11768,17,67,47,64,5.1,1
11769,20,79,50,61,5.8,1
11770,19,62,64,80,6.7,1
11771,17,61,60,57,5.6,1
11772,18,71,86,73,9.2,1
11773,21,66,58,62,4.1,1
11774,24,67,66,70,5.9,1
11775,17,58,42,67,3.9,1
11776,20,63,51,57,2.6,1
11777,20,58,36,60,4.2,1
11778,21,78,67,74,5.4,1
11779,23,67,68,73,4.6,1
11780,24,58,51,47,4.0,1
11781,22,40,56,66,2.4,1
11782,17,74,60,64,5.3,1
11783,23,57,64,70,2.2,1
11784,19,79,74,68,7.2,1
11785,22,73,55,60,5.7,1
11786,24,49,64,62,2.3,1
11787,23,64,70,84,4.8,1
11788,22,56,54,47,3.8,1
11789,25,84,73,78,6.2,1
11790,25,78,81,83,8.4,1
11791,17,45,44,53,1.4,1
11792,17,83,67,88,5.8,1
11793,17,79,66,49,5.1,1
11794,24,77,64,83,7.0,1
11795,23,69,80,78,6.0,1
11796,19,57,38,72,3.8,1
11797,18,65,69,75,4.8,1
11798,20,52,46,63,3.7,1
11799,19,83,72,74,7.9,1
11800,23,85,49,62,5.5,1
11801,24,91,69,88,9.7,1
11802,22,57,64,67,5.4,1
11803,19,66,59,60,3.9,1
11804,22,56,62,51,2.2,1
11805,18,56,45,50,1.5,1
11806,23,45,57,62,2.0,1
11807,23,71,67,70,6.1,1
11808,20,82,75,83,6.6,1
11809,24,43,40,43,2.0,1
11810,20,72,74,81,7.5,1
11811,23,61,64,55,4.4,1
11812,20,79,61,80,5.8,1
11813,21,94,83,92,9.0,1
11814,23,57,78,62,7.5,1
11815,19,76,57,59,4.9,1
11816,21,71,65,54,3.5,1
11817,19,60,23,62,0.8,0
11818,21,56,39,57,3.9,1
11819,19,64,53,72,5.0,1
11820,23,43,59,54,3.3,1
11821,17,46,56,76,5.2,1
11822,25,65,52,79,5.7,1
11823,25,67,62,81,5.0,1
11824,21,64,60,61,4.1,1
11825,25,78,60,69,5.9,1
11826,22,100,57,70,6.5,1
11827,21,54,55,59,3.1,1
11828,19,71,85,75,8.6,1
11829,24,73,52,77,5.3,1
11830,20,70,81,61,5.5,1
11831,19,69,66,72,7.1,1
11832,22,79,61,71,6.0,1
11833,24,69,75,80,7.6,1
11834,25,69,68,59,6.1,1
11835,22,62,37,61,4.2,1
11836,21,62,67,71,6.3,1
11837,18,41,61,66,3.0,1
11838,18,71,76,67,5.7,1
11839,25,81,63,67,5.4,1
11840,18,76,59,67,5.0,1
11841,18,77,71,76,5.2,1
11842,19,43,67,35,1.4,1
11843,19,65,61,64,4.3,1
11844,20,55,64,79,5.7,1
11845,23,71,79,62,5.9,1
11846,25,72,45,53,3.2,1
11847,18,94,77,89,8.3,1
11848,20,80,81,58,3.6,1
11849,25,87,78,72,7.6,1
11850,18,77,76,74,6.4,1
11851,17,71,56,36,4.1,1
11852,24,91,86,65,9.4,1
11853,25,49,67,64,2.9,1
11854,23,61,58,73,7.5,1
11855,24,86,73,74,7.7,1
11856,20,83,62,56,4.0,1
11857,20,90,77,76,8.6,1
11858,18,47,58,76,4.9,1
11859,24,65,81,71,6.1,1
11860,18,69,69,79,6.1,1
11861,25,48,57,65,5.2,1
11862,20,62,82,74,7.3,1
11863,17,75,86,77,7.2,1
11864,20,55,61,59,1.7,1
11865,19,70,72,71,8.4,1
11866,22,38,46,54,1.8,1
11867,23,90,64,70,7.8,1
11868,24,75,78,90,8.0,1
11869,18,56,66,44,3.1,1
11870,22,59,67,70,4.6,1
11871,22,50,73,52,3.1,1
11872,21,79,44,56,5.0,1
11873,23,56,64,63,4.8,1
11874,19,77,80,86,7.2,1
11875,20,80,71,72,8.4,1
11876,25,62,66,63,8.6,1
11877,20,65,48,55,4.3,1
11878,19,51,64,67,5.0,1
11879,18,59,38,40,1.8,1
11880,21,49,73,68,3.7,1
11881,20,82,79,61,7.6,1
11882,24,79,77,76,9.1,1
11883,23,50,53,65,2.8,1
11884,22,65,71,59,4.2,1
11885,18,53,78,55,5.4,1
11886,19,70,58,69,6.1,1
11887,25,68,50,57,3.7,1
11888,25,82,65,82,6.4,1
11889,21,59,55,72,4.5,1
11890,19,65,47,72,5.5,1
11891,18,58,62,72,6.7,1
11892,24,61,58,66,5.5,1
11893,22,48,49,62,4.5,1
11894,23,72,69,52,5.3,1
11895,17,76,63,67,5.3,1
11896,17,60,68,58,4.7,1
11897,18,55,53,65,4.9,1
11898,19,86,85,81,9.0,1
11899,17,64,71,68,6.7,1
11900,21,72,57,74,4.8,1
11901,19,94,87,64,7.0,1
11902,17,56,63,61,4.8,1
11903,24,72,70,74,8.1,1
11904,22,57,71,81,6.3,1
11905,25,69,55,67,5.3,1
11906,19,73,67,71,6.5,1
11907,25,51,71,63,2.0,1
11908,25,58,37,54,3.0,1
11909,17,47,49,66,2.9,1
11910,19,53,65,72,5.8,1
11911,22,76,77,93,9.3,1
11912,24,70,80,82,10.4,1
11913,20,65,88,70,6.9,1
11914,21,76,64,73,6.6,1
11915,25,52,53,53,1.5,1
11916,22,45,54,70,4.3,1
11917,23,71,62,60,3.8,1
11918,23,60,69,53,4.1,1
11919,20,53,63,79,5.1,1
11920,20,60,55,81,4.5,1
11921,20,44,46,38,1.1,1
11922,21,66,77,78,7.1,1
11923,21,66,64,66,3.1,1
11924,24,59,70,72,6.0,1
11925,25,89,83,99,10.1,1
11926,18,46,70,49,3.5,1
11927,23,47,39,45,0.5,1
11928,17,68,58,67,4.9,1
11929,17,81,93,85,7.9,1
11930,20,87,81,94,9.8,1
11931,23,54,61,47,2.8,1
11932,18,62,61,56,6.6,1
11933,18,53,71,71,4.5,1
11934,17,70,53,68,5.3,1
11935,18,80,76,90,11.3,1
11936,23,39,61,63,2.2,1
11937,25,85,64,63,6.1,1
11938,22,70,67,69,6.5,1
11939,18,85,79,81,7.9,1
11940,25,78,63,60,5.7,1
11941,23,72,57,65,6.2,1
11942,17,61,56,66,4.6,1
11943,25,67,58,75,6.1,1
11944,18,81,73,52,4.7,1
11945,20,68,83,79,6.9,1
11946,25,67,53,69,4.7,1
11947,20,78,73,63,6.3,1
11948,19,70,62,88,5.4,1
11949,17,89,90,68,8.0,1
11950,23,64,88,74,5.4,1
11951,22,58,57,56,1.6,1
11952,20,62,71,74,8.3,1
11953,22,73,45,61,3.5,1
11954,22,73,62,68,4.1,1
11955,20,60,58,89,4.2,1
11956,22,85,63,66,8.5,1
11957,24,57,47,26,0.8,0
11958,19,85,100,82,12.0,1
11959,20,76,82,76,7.8,1
11960,17,57,55,76,6.0,1
11961,20,79,64,68,5.4,1
11962,25,79,71,69,6.1,1
11963,24,70,74,86,6.6,1
11964,20,70,54,66,6.9,1
11965,23,72,69,87,6.7,1
11966,19,60,68,74,5.7,1
11967,25,65,62,80,5.1,1
11968,20,56,45,58,5.2,1
11969,18,75,62,63,5.1,1
11970,21,90,83,64,8.0,1
11971,18,83,64,75,6.8,1
11972,22,35,40,53,0.5,1
11973,17,72,85,91,6.9,1
11974,22,76,65,70,5.9,1
11975,20,76,66,54,5.5,1
11976,19,46,43,73,4.6,1
11977,18,86,64,69,8.0,1
11978,23,64,95,64,7.6,1
11979,25,59,75,68,3.8,1
11980,19,84,73,64,6.4,1
11981,22,71,34,55,3.4,1
11982,25,69,40,70,2.5,1
11983,18,52,46,67,4.1,1
11984,23,68,59,80,7.4,1
11985,21,71,70,63,7.6,1
11986,21,71,77,78,6.6,1
11987,23,77,65,71,7.1,1
11988,25,85,66,68,6.6,1
11989,20,53,56,66,4.1,1
11990,25,66,78,71,6.5,1
11991,25,90,81,61,7.3,1
11992,20,64,73,82,7.2,1
11993,19,86,88,87,8.1,1
11994,18,74,68,68,7.1,1
11995,25,75,86,76,6.3,1
11996,18,70,69,85,7.9,1
11997,22,75,45,51,5.4,1
11998,21,54,45,56,3.6,1
11999,21,52,50,47,5.1,1
12000,20,66,51,68,3.9,1
12001,22,37,70,66,4.0,1
12002,21,61,59,61,5.2,1
12003,20,64,45,60,3.8,1
12004,25,73,48,62,4.8,1
12005,22,63,48,34,1.3,1
12006,19,88,82,81,6.0,1
12007,22,83,67,70,5.5,1
12008,17,62,67,60,3.7,1
12009,21,86,75,72,7.0,1
12010,22,79,58,82,7.6,1
12011,24,60,57,41,2.0,1
12012,25,55,47,54,3.8,1
12013,19,66,54,64,3.8,1
12014,18,55,49,70,3.4,1
12015,20,74,71,53,7.3,1
12016,24,71,61,75,5.1,1
12017,24,86,59,59,4.9,1
12018,19,54,45,49,1.1,1
12019,20,74,73,73,6.9,1
12020,19,48,51,48,2.8,1
12021,18,77,64,57,5.6,1
12022,20,67,87,72,6.1,1
12023,22,84,87,96,8.5,1
12024,21,63,48,49,2.6,1
12025,19,60,46,41,0.5,1
12026,18,78,67,58,5.9,1
12027,25,73,82,80,9.5,1
12028,17,62,76,69,8.2,1
12029,25,77,68,61,6.0,1
12030,17,64,58,66,4.4,1
12031,23,80,66,61,7.3,1
12032,22,76,53,75,3.4,1
12033,23,66,52,61,6.5,1
12034,19,86,76,82,6.6,1
12035,19,72,79,94,7.8,1
12036,17,100,100,100,11.6,1
12037,20,79,57,81,6.4,1
12038,18,48,57,71,4.4,1
12039,24,64,76,69,5.4,1
12040,19,71,53,64,1.6,1
12041,23,80,75,60,4.0,1
12042,23,70,76,72,4.6,1
12043,25,67,36,73,4.3,1
12044,22,72,69,73,5.8,1
12045,17,65,60,59,3.7,1
12046,24,77,75,81,8.0,1
12047,17,80,61,64,5.5,1
12048,19,74,81,63,5.5,1
12049,21,56,62,72,4.8,1
12050,24,76,35,70,5.8,1
12051,25,77,68,81,7.3,1
12052,23,57,78,62,3.6,1
12053,25,81,48,67,4.1,1
12054,19,66,74,78,4.8,1
12055,21,36,63,56,2.5,1
12056,24,58,55,58,3.7,1
12057,17,74,63,68,4.5,1
12058,24,67,72,51,7.4,1
12059,23,80,62,76,6.1,1
12060,17,60,60,61,5.9,1
12061,22,89,87,90,7.4,1
12062,17,61,62,74,5.2,1
12063,18,68,61,79,6.4,1
12064,21,63,70,76,5.3,1
12065,18,77,72,66,6.1,1
12066,17,81,45,61,4.2,1
12067,22,47,39,35,0.5,1
12068,24,67,47,80,5.2,1
12069,24,75,100,67,8.6,1
12070,24,60,69,75,7.5,1
12071,22,72,67,86,7.6,1
12072,19,67,71,91,8.2,1
12073,17,50,58,66,5.7,1
12074,18,69,65,54,5.9,1
12075,21,57,72,65,4.1,1
12076,21,79,63,68,4.8,1
12077,17,65,57,77,6.9,1
12078,17,86,64,74,8.1,1
12079,25,73,66,65,5.2,1
12080,18,77,53,58,4.5,1
12081,23,66,63,69,5.5,1
12082,20,87,97,80,6.8,1
12083,23,60,42,59,2.3,1
12084,24,58,31,49,0.5,1
12085,21,87,53,74,4.3,1
12086,17,56,36,60,2.8,1
12087,20,65,73,64,4.4,1
12088,19,63,52,67,5.2,1
12089,21,79,51,53,4.5,1
12090,22,100,64,70,8.7,1
12091,18,78,51,69,6.2,1
12092,23,55,67,64,6.2,1
12093,19,65,63,72,6.9,1
12094,17,69,37,67,3.0,1
12095,19,66,70,82,7.8,1
12096,25,61,68,71,5.3,1
12097,22,68,67,81,7.0,1
12098,22,57,61,68,3.1,1
12099,20,56,68,65,2.1,1
12100,24,57,80,83,7.3,1
12101,21,56,70,60,6.3,1
12102,23,45,65,44,3.5,1
12103,25,46,80,54,3.6,1
12104,21,79,61,73,8.0,1
12105,21,59,61,67,2.9,1
12106,20,93,69,80,9.1,1
12107,22,65,59,56,3.5,1
12108,18,68,57,74,6.9,1
12109,19,67,70,70,4.8,1
12110,17,84,73,79,6.8,1
12111,18,61,75,60,4.3,1
12112,18,63,61,58,5.1,1
12113,24,59,62,61,5.6,1
12114,24,51,53,61,3.3,1
12115,18,82,96,64,7.1,1
12116,22,63,67,72,4.4,1
12117,21,86,76,57,5.0,1
12118,19,52,63,46,3.3,1
12119,21,55,54,51,0.5,1
12120,21,70,49,64,5.1,1
12121,21,89,81,91,10.8,1
12122,19,71,66,69,7.2,1
12123,19,74,66,71,5.5,1
12124,20,71,62,75,4.9,1
12125,23,70,49,62,5.5,1
12126,18,77,70,77,6.7,1
12127,20,58,34,75,2.9,1
12128,20,62,83,84,8.0,1
12129,17,76,72,66,7.1,1
12130,24,72,84,77,7.1,1
12131,17,92,71,60,6.5,1
12132,24,74,60,57,5.5,1
12133,23,76,55,87,7.0,1
12134,25,78,66,76,6.8,1
12135,24,55,54,79,4.7,1
12136,21,57,64,67,4.2,1
12137,24,66,62,64,5.7,1
12138,19,86,85,80,8.9,1
12139,23,52,68,60,2.8,1
12140,20,50,38,76,2.3,1
12141,21,59,67,76,5.9,1
12142,25,69,65,61,5.6,1
12143,23,71,70,67,5.9,1
12144,20,74,74,74,6.0,1
12145,22,59,79,56,5.0,1
12146,23,86,67,80,8.8,1
12147,25,43,35,53,2.0,1
12148,20,58,60,66,3.7,1
12149,19,70,69,66,5.3,1
12150,24,50,58,42,1.9,1
12151,17,51,56,66,5.1,1
12152,25,69,64,88,9.2,1
12153,17,70,77,81,5.5,1
12154,18,76,72,78,6.0,1
12155,24,60,50,43,2.7,1
12156,25,68,38,51,4.1,1
12157,23,62,55,55,4.7,1
12158,19,73,69,79,4.8,1
12159,23,83,81,82,8.3,1
12160,22,67,56,96,6.7,1
12161,18,63,62,71,3.1,1
12162,19,73,66,70,6.0,1
12163,21,89,82,68,6.6,1
12164,20,92,68,80,8.0,1
12165,18,82,73,88,9.0,1
12166,20,55,57,71,3.3,1
12167,24,76,54,59,3.7,1
12168,21,62,45,77,2.7,1
12169,21,64,81,66,5.0,1
12170,19,52,83,82,6.5,1
12171,24,70,64,79,7.7,1
12172,22,59,66,64,5.3,1
12173,18,64,47,48,4.8,1
12174,18,76,83,58,5.8,1
12175,25,68,65,72,3.7,1
12176,23,100,93,91,10.1,1
12177,25,63,48,61,2.0,1
12178,22,57,78,83,5.9,1
12179,21,97,95,75,10.0,1
12180,17,85,63,64,5.5,1
12181,22,83,52,63,5.1,1
12182,22,53,66,53,4.7,1
12183,19,65,62,59,5.1,1
12184,19,90,96,69,8.5,1
12185,19,36,46,36,0.6,0
12186,19,65,80,72,8.9,1
12187,23,58,61,56,2.4,1
12188,18,59,63,82,4.9,1
12189,18,48,68,55,4.6,1
12190,19,86,65,82,6.8,1
12191,23,55,40,57,2.0,1
12192,19,67,60,75,6.5,1
12193,23,77,80,85,10.0,1
12194,25,57,54,40,2.5,1
12195,20,75,72,60,5.9,1
12196,23,65,64,68,4.0,1
12197,25,57,69,71,6.4,1
12198,24,73,54,53,5.5,1
12199,24,69,66,61,4.1,1
12200,25,69,54,77,6.6,1
12201,21,95,69,71,9.5,1
12202,21,58,64,63,5.1,1
12203,19,88,79,87,7.1,1
12204,21,58,60,63,2.7,1
12205,24,54,56,75,3.4,1
12206,21,69,73,68,6.5,1
12207,20,92,68,89,8.8,1
12208,24,74,63,61,6.3,1
12209,23,72,57,73,4.8,1
12210,22,79,55,61,5.5,1
12211,21,51,50,62,2.7,1
12212,21,75,68,77,6.8,1
12213,18,74,68,81,7.4,1
12214,20,74,58,55,4.5,1
12215,24,60,32,67,4.5,1
12216,24,71,71,70,6.1,1
12217,17,87,57,75,4.5,1
12218,18,81,61,62,5.4,1
12219,21,77,70,73,10.1,1
12220,25,75,79,51,5.0,1
12221,23,72,78,62,4.7,1
12222,21,51,43,59,4.1,1
12223,17,74,69,71,7.1,1
12224,22,57,73,64,5.1,1
12225,24,38,56,75,4.1,1
12226,23,79,71,77,8.4,1
12227,18,76,71,89,8.6,1
12228,21,52,63,67,4.2,1
12229,20,51,75,45,1.4,1
12230,25,56,82,76,7.7,1
12231,17,62,48,76,4.0,1
12232,22,75,66,83,7.2,1
12233,19,57,45,63,1.2,1
12234,25,60,64,80,7.5,1
12235,21,78,44,54,2.8,1
12236,22,92,79,88,7.1,1
12237,25,60,60,73,5.5,1
12238,25,74,60,69,3.4,1
12239,24,73,79,66,4.6,1
12240,25,70,66,64,7.0,1
12241,20,63,69,72,5.7,1
12242,22,68,60,88,6.8,1
12243,21,100,86,91,9.8,1
12244,21,67,64,61,2.1,1
12245,20,81,92,73,9.1,1
12246,18,68,66,82,5.7,1
12247,22,68,52,73,3.5,1
12248,25,64,56,41,2.6,1
12249,17,57,64,75,5.1,1
12250,23,79,78,73,7.5,1
12251,22,61,57,69,5.2,1
12252,19,83,74,72,8.8,1
12253,17,54,50,57,2.3,1
12254,20,78,72,58,5.5,1
12255,25,54,62,50,2.7,1
12256,18,73,64,75,6.3,1
12257,19,58,61,68,7.5,1
12258,18,68,65,68,4.6,1
12259,18,39,52,51,0.5,1
12260,24,55,65,91,5.9,1
12261,19,84,62,66,6.5,1
12262,23,71,64,68,6.4,1
12263,24,59,92,71,8.2,1
12264,19,50,58,72,3.1,1
12265,18,74,81,74,7.0,1
12266,24,79,67,76,8.1,1
12267,19,47,62,61,1.6,1
12268,23,37,77,62,6.2,1
12269,17,58,60,52,4.4,1
12270,22,78,70,70,5.3,1
12271,25,85,81,72,6.3,1
12272,19,57,50,57,4.4,1
12273,23,81,54,66,4.0,1
12274,22,52,71,85,5.6,1
12275,24,50,56,63,3.1,1
12276,19,67,60,41,3.1,1
12277,19,82,78,86,7.0,1
12278,20,58,60,77,3.0,1
12279,19,63,68,78,7.0,1
12280,25,61,67,73,6.5,1
12281,20,45,65,40,1.7,1
12282,22,51,60,55,4.0,1
12283,24,80,89,74,8.1,1
12284,24,58,70,53,3.3,1
12285,21,52,53,60,4.5,1
12286,21,69,76,73,6.5,1
12287,22,49,61,68,7.2,1
12288,23,69,79,79,4.9,1
12289,23,70,62,64,4.2,1
12290,20,72,79,84,8.6,1
12291,22,76,72,86,9.3,1
12292,23,80,68,79,7.7,1
12293,21,70,68,69,5.7,1
12294,21,68,59,70,3.7,1
12295,18,53,54,72,3.7,1
12296,23,66,78,53,6.6,1
12297,22,70,69,58,6.4,1
12298,17,70,67,74,8.6,1
12299,20,72,78,63,6.9,1
12300,19,44,40,49,2.2,1
12301,19,82,55,72,7.8,1
12302,23,50,57,58,3.3,1
12303,20,67,51,51,4.7,1
12304,24,85,69,66,6.1,1
12305,25,91,91,96,9.9,1
12306,19,97,100,89,12.0,1
12307,21,60,75,78,6.8,1
12308,20,80,50,66,5.1,1
12309,22,84,63,73,6.7,1
12310,20,75,73,74,7.5,1
12311,24,61,62,72,4.8,1
12312,19,76,71,74,9.4,1
12313,21,88,62,71,6.0,1
12314,17,81,78,67,6.6,1
12315,22,67,76,79,7.0,1
12316,21,83,66,61,6.4,1
12317,24,89,82,80,7.3,1
12318,25,62,46,65,4.1,1
12319,24,60,68,52,4.3,1
12320,24,48,62,75,3.1,1
12321,19,79,76,76,6.5,1
12322,20,71,75,64,7.2,1
12323,20,68,62,73,6.5,1
12324,21,84,86,66,9.2,1
12325,25,60,61,52,5.5,1
12326,25,90,73,84,7.0,1
12327,17,68,48,48,3.1,1
12328,24,65,58,72,4.6,1
12329,17,66,70,84,7.0,1
12330,18,68,77,66,7.4,1
12331,23,57,68,84,4.9,1
12332,24,55,81,68,5.3,1
12333,17,57,53,56,2.2,1
12334,19,58,52,56,4.7,1
12335,23,70,81,66,7.5,1
12336,25,65,74,53,6.8,1
12337,24,83,67,65,6.6,1
12338,24,61,61,79,5.6,1
12339,25,81,59,59,5.5,1
12340,19,59,52,54,4.0,1
12341,24,62,59,62,7.0,1
12342,17,77,78,59,6.4,1
12343,24,82,74,80,6.6,1
12344,23,54,61,53,4.3,1
12345,24,49,40,50,0.8,1
12346,17,81,85,73,7.9,1
12347,22,64,46,72,4.4,1
12348,23,56,56,53,3.6,1
12349,21,83,81,69,7.0,1
12350,21,62,41,55,4.6,1
12351,23,72,76,70,7.8,1
12352,19,56,64,65,6.9,1
12353,22,57,72,72,7.0,1
12354,23,58,49,71,2.5,1
12355,17,79,82,76,8.2,1
12356,18,79,80,81,6.1,1
12357,20,76,87,73,4.7,1
12358,24,67,65,68,5.8,1
12359,22,61,57,62,1.6,1
12360,17,66,72,73,6.4,1
12361,21,57,60,47,3.2,1
12362,23,54,68,57,2.5,1
12363,22,70,45,58,2.2,1
12364,25,65,71,92,7.9,1
12365,24,63,58,54,4.1,1
12366,20,75,69,84,8.9,1
12367,21,60,60,52,4.3,1
12368,23,49,56,68,1.7,1
12369,24,58,63,70,3.0,1
12370,21,93,74,67,8.2,1
12371,25,86,75,82,5.2,1
12372,20,70,39,73,4.3,1
12373,20,60,90,81,5.9,1
12374,24,71,75,86,6.6,1
12375,17,81,71,87,8.0,1
12376,24,77,82,76,8.7,1
12377,21,62,60,78,4.7,1
12378,17,55,33,49,2.6,1
12379,20,72,62,58,4.6,1
12380,18,76,77,66,6.1,1
12381,20,53,66,63,3.4,1
12382,24,65,59,52,3.4,1
12383,21,89,78,60,6.3,1
12384,17,53,69,59,5.4,1
12385,23,64,68,65,5.6,1
12386,17,56,51,62,3.8,1
12387,25,67,60,59,5.0,1
12388,19,41,54,50,3.5,1
12389,19,90,76,79,7.5,1
12390,22,78,82,92,7.8,1
12391,22,54,42,49,1.4,1
12392,22,62,43,69,3.5,1
12393,17,49,66,56,2.2,1
12394,21,69,50,68,4.1,1
12395,22,67,69,74,5.3,1
12396,24,34,55,56,2.3,1
12397,17,59,54,52,3.5,1
12398,21,56,62,49,3.3,1
12399,19,77,55,80,6.0,1
12400,18,96,82,74,5.7,1
12401,24,65,85,71,3.9,1
12402,23,91,79,75,5.9,1
12403,23,56,52,73,4.3,1
12404,21,59,39,68,4.9,1
12405,25,81,85,67,9.2,1
12406,21,85,64,81,8.4,1
12407,18,50,49,73,2.6,1
12408,19,60,87,77,7.3,1
12409,20,76,88,63,7.3,1
12410,21,46,72,65,3.0,1
12411,19,87,73,94,7.3,1
12412,23,89,88,75,8.9,1
12413,21,50,35,62,3.0,1
12414,21,64,42,65,3.5,1
12415,22,72,71,78,7.7,1
12416,23,70,76,77,6.1,1
12417,24,73,66,68,6.7,1
12418,25,68,76,76,6.2,1
12419,20,80,57,82,6.4,1
12420,21,45,54,55,2.6,1
12421,21,83,80,83,7.8,1
12422,24,82,83,74,8.1,1
12423,25,52,58,54,5.0,1
12424,23,60,65,55,5.4,1
12425,21,43,36,60,2.1,1
12426,19,69,68,55,6.6,1
12427,17,74,81,73,6.8,1
12428,25,58,62,60,5.4,1
12429,21,88,68,57,8.0,1
12430,25,76,70,71,4.8,1
12431,20,85,93,59,6.7,1
12432,21,32,78,81,3.3,1
12433,20,87,67,82,5.4,1
12434,18,68,71,66,5.1,1
12435,17,71,83,52,6.0,1
12436,24,64,64,68,4.7,1
12437,20,54,68,83,5.2,1
12438,21,79,69,84,7.3,1
12439,22,80,85,74,4.5,1
12440,24,55,58,69,2.0,1
12441,24,73,78,70,9.3,1
12442,23,65,71,88,8.5,1
12443,20,53,35,75,2.7,1
12444,22,67,55,68,7.0,1
12445,20,71,53,60,4.4,1
12446,23,84,77,84,6.1,1
12447,17,75,71,83,6.1,1
12448,21,65,50,58,5.0,1
12449,20,60,49,50,3.8,1
12450,23,63,62,61,4.0,1
12451,25,48,74,47,3.5,1
12452,21,67,47,54,3.7,1
12453,20,57,69,61,5.4,1
12454,25,73,54,72,3.9,1
12455,21,71,67,86,7.0,1
12456,25,90,66,90,8.8,1
12457,24,48,66,56,4.2,1
12458,20,78,62,69,6.0,1
12459,23,86,66,68,6.6,1
12460,21,59,79,73,6.5,1
